name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
HK201,0.69897,0.5,-0.30103,1.69897,0.776553,0.498963,-0.221373,1.77448
HK202,0.69897,0.5,-0.30103,1.69897,0.63503,0.49892,-0.362809,1.63287
HK203,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK204,0.69897,0.5,-0.30103,1.69897,0.797504,0.496582,-0.195659,1.79067
HK205,0.69897,0.5,-0.30103,1.69897,0.812861,0.499143,-0.185424,1.81115
HK206,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK207,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK208,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK209,0.69897,0.5,-0.30103,1.69897,0.694423,0.497455,-0.300486,1.68933
HK210,0.69897,0.5,-0.30103,1.69897,0.72935,0.496333,-0.263316,1.72202
HK211,0.69897,0.5,-0.30103,1.69897,0.659119,0.498489,-0.337859,1.6561
HK212,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK213,0.69897,0.5,-0.30103,1.69897,0.835464,0.493372,-0.151281,1.82221
HK214,0.69897,0.5,-0.30103,1.69897,0.781413,0.498843,-0.216274,1.7791
HK215,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK216,0.69897,0.5,-0.30103,1.69897,0.650299,0.498974,-0.347649,1.64825
HK217,0.69897,0.5,-0.30103,1.69897,0.648073,0.499051,-0.35003,1.64618
HK218,0.69897,0.5,-0.30103,1.69897,0.539128,0.499578,-0.460027,1.53828
HK219,0.69897,0.5,-0.30103,1.69897,0.635262,0.49791,-0.360557,1.63108
HK220,0.69897,0.5,-0.30103,1.69897,0.698011,0.497956,-0.2979,1.69392
HK221,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK222,0.69897,0.5,-0.30103,1.69897,0.657761,0.496921,-0.336081,1.6516
HK223,0.69897,0.5,-0.30103,1.69897,0.640181,0.499144,-0.358107,1.63847
HK224,0.69897,0.5,-0.30103,1.69897,0.698346,0.489133,-0.27992,1.67661
HK225,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK226,0.69897,0.5,-0.30103,1.69897,0.644253,0.497005,-0.349757,1.63826
HK227,0.69897,0.5,-0.30103,1.69897,0.662614,0.499631,-0.336648,1.66188
HK228,0.69897,0.5,-0.30103,1.69897,0.640327,0.499189,-0.358051,1.63871
HK229,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK230,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK231,0.69897,0.5,-0.30103,1.69897,0.68866,0.499769,-0.310879,1.6882
HK232,0.69897,0.5,-0.30103,1.69897,0.721819,0.499461,-0.277103,1.72074
HK233,0.69897,0.5,-0.30103,1.69897,0.638536,0.499533,-0.36053,1.6376
HK234,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK235,0.69897,0.5,-0.30103,1.69897,0.690404,0.499012,-0.307621,1.68843
HK236,0.69897,0.5,-0.30103,1.69897,0.708237,0.499698,-0.291158,1.70763
HK237,0.69897,0.5,-0.30103,1.69897,0.67773,0.4998,-0.32187,1.67733
HK238,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK239,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK240,0.69897,0.5,-0.30103,1.69897,0.748411,0.498961,-0.249512,1.74633
HK241,0.69897,0.5,-0.30103,1.69897,0.676994,0.499735,-0.322476,1.67646
HK242,0.69897,0.5,-0.30103,1.69897,0.623892,0.49985,-0.375809,1.62359
HK243,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK244,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK245,0.69897,0.5,-0.30103,1.69897,0.748896,0.498973,-0.24905,1.74684
HK246,0.69897,0.5,-0.30103,1.69897,0.689863,0.499794,-0.309725,1.68945
HK247,0.69897,0.5,-0.30103,1.69897,0.718992,0.499829,-0.280666,1.71865
HK248,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK249,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK250,0.69897,0.5,-0.30103,1.69897,0.680284,0.498937,-0.31759,1.67816
HK251,0.69897,0.5,-0.30103,1.69897,0.489083,0.493976,-0.498869,1.47704
HK252,0.69897,0.5,-0.30103,1.69897,0.51918,0.494049,-0.468918,1.50728
HK253,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK254,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK255,0.69897,0.5,-0.30103,1.69897,0.547306,0.493345,-0.439384,1.534
HK256,0.69897,0.5,-0.30103,1.69897,0.55111,0.493129,-0.435147,1.53737
HK257,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK258,0.69897,0.5,-0.30103,1.69897,0.303472,0.477959,-0.652445,1.25939
HK259,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK300,0.69897,0.5,-0.30103,1.69897,0.702711,0.265978,0.170755,1.23467
HK301,0.69897,0.5,-0.30103,1.69897,0.836801,0.493686,-0.150571,1.82417
HK302,0.69897,0.5,-0.30103,1.69897,0.601975,0.496223,-0.390471,1.59442
HK303,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK304,0.69897,0.5,-0.30103,1.69897,1.01224,0.487439,0.0373613,1.98712
HK305,0.69897,0.5,-0.30103,1.69897,1.39897,0.478056,0.442857,2.35508
HK306,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK307,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK308,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK309,0.69897,0.5,-0.30103,1.69897,0.879128,0.484975,-0.0908213,1.84908
HK310,0.69897,0.5,-0.30103,1.69897,0.841134,0.492191,-0.143247,1.82552
HK311,0.69897,0.5,-0.30103,1.69897,0.516778,0.494449,-0.47212,1.50568
HK312,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK313,0.69897,0.5,-0.30103,1.69897,0.763178,0.489603,-0.216029,1.74238
HK314,0.69897,0.5,-0.30103,1.69897,0.742062,0.492934,-0.243807,1.72793
HK315,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK316,0.69897,0.5,-0.30103,1.69897,0.833332,0.491937,-0.150542,1.81721
HK317,0.69897,0.5,-0.30103,1.69897,0.760553,0.492848,-0.225142,1.74625
HK318,0.69897,0.5,-0.30103,1.69897,0.808565,0.493365,-0.178165,1.7953
HK319,0.69897,0.5,-0.30103,1.69897,0.693868,0.499185,-0.304502,1.69224
HK320,0.69897,0.5,-0.30103,1.69897,0.698186,0.495639,-0.293091,1.68946
HK321,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK322,0.69897,0.5,-0.30103,1.69897,0.575597,0.494053,-0.412509,1.5637
HK323,0.69897,0.5,-0.30103,1.69897,0.605616,0.496275,-0.386933,1.59817
HK324,0.69897,0.5,-0.30103,1.69897,0.698918,0.486772,-0.274626,1.67246
HK325,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK326,0.69897,0.5,-0.30103,1.69897,0.537134,0.49463,-0.452127,1.5264
HK327,0.69897,0.5,-0.30103,1.69897,0.623981,0.498595,-0.373209,1.62117
HK328,0.69897,0.5,-0.30103,1.69897,0.628949,0.496264,-0.36358,1.62148
HK329,0.69897,0.5,-0.30103,1.69897,0.700711,0.499478,-0.298246,1.69967
HK330,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK331,0.69897,0.5,-0.30103,1.69897,0.654872,0.499069,-0.343266,1.65301
HK332,0.69897,0.5,-0.30103,1.69897,0.625531,0.497983,-0.370436,1.6215
HK333,0.69897,0.5,-0.30103,1.69897,0.661616,0.498538,-0.335459,1.65869
HK334,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK335,0.69897,0.5,-0.30103,1.69897,0.736543,0.496424,-0.256304,1.72939
HK336,0.69897,0.5,-0.30103,1.69897,0.627736,0.498831,-0.369925,1.6254
HK337,0.69897,0.5,-0.30103,1.69897,0.641798,0.491594,-0.34139,1.62499
HK338,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK339,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK340,0.69897,0.5,-0.30103,1.69897,0.750244,0.496476,-0.242708,1.74319
HK341,0.69897,0.5,-0.30103,1.69897,0.625626,0.498958,-0.37229,1.62354
HK342,0.69897,0.5,-0.30103,1.69897,0.677927,0.499542,-0.321157,1.67701
HK343,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK344,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK345,0.69897,0.5,-0.30103,1.69897,0.703337,0.496664,-0.289992,1.69667
HK346,0.69897,0.5,-0.30103,1.69897,0.671992,0.499191,-0.326391,1.67037
HK347,0.69897,0.5,-0.30103,1.69897,0.581244,0.499069,-0.416894,1.57938
HK348,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK349,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK350,0.69897,0.5,-0.30103,1.69897,0.726909,0.496111,-0.265314,1.71913
HK351,0.69897,0.5,-0.30103,1.69897,0.646007,0.497014,-0.348021,1.64003
HK352,0.69897,0.5,-0.30103,1.69897,0.618086,0.496518,-0.37495,1.61112
HK353,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK354,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK355,0.69897,0.5,-0.30103,1.69897,0.705062,0.494901,-0.284741,1.69486
HK356,0.69897,0.5,-0.30103,1.69897,0.730954,0.49404,-0.257126,1.71903
HK357,0.69897,0.5,-0.30103,1.69897,0.711687,0.496277,-0.280867,1.70424
HK358,0.69897,0.5,-0.30103,1.69897,0.622718,0.493511,-0.364303,1.60974
HK359,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK400,0.69897,0.5,-0.30103,1.69897,0.67606,0.493095,-0.310129,1.66225
HK401,0.69897,0.5,-0.30103,1.69897,0.451017,0.494488,-0.53796,1.43999
HK402,0.69897,0.5,-0.30103,1.69897,0.658985,0.492977,-0.326969,1.64494
HK403,0.69897,0.5,-0.30103,1.69897,0.701538,0.381297,-0.0610572,1.46413
HK404,0.69897,0.5,-0.30103,1.69897,0.767411,0.482556,-0.197701,1.73252
HK405,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK406,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK407,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK408,0.69897,0.5,-0.30103,1.69897,0.572644,0.497993,-0.423342,1.56863
HK409,0.69897,0.5,-0.30103,1.69897,0.622532,0.49276,-0.362989,1.60805
HK410,0.69897,0.5,-0.30103,1.69897,0.670971,0.490934,-0.310898,1.65284
HK411,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK412,0.69897,0.5,-0.30103,1.69897,0.875959,0.493159,-0.110358,1.86228
HK413,0.69897,0.5,-0.30103,1.69897,0.654672,0.49968,-0.344688,1.65403
HK414,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK415,0.69897,0.5,-0.30103,1.69897,0.412132,0.491449,-0.570766,1.39503
HK416,0.69897,0.5,-0.30103,1.69897,0.541929,0.484246,-0.426562,1.51042
HK417,0.69897,0.5,-0.30103,1.69897,0.58199,0.489595,-0.397199,1.56118
HK418,0.69897,0.5,-0.30103,1.69897,0.669409,0.499299,-0.329188,1.66801
HK419,0.69897,0.5,-0.30103,1.69897,0.549069,0.485511,-0.421953,1.52009
HK420,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK421,0.69897,0.5,-0.30103,1.69897,0.66387,0.499481,-0.335093,1.66283
HK422,0.69897,0.5,-0.30103,1.69897,0.529172,0.489491,-0.449809,1.50815
HK423,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK424,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK425,0.69897,0.5,-0.30103,1.69897,0.710632,0.499453,-0.288275,1.70954
HK426,0.69897,0.5,-0.30103,1.69897,0.699284,0.499896,-0.300508,1.69908
HK427,0.69897,0.5,-0.30103,1.69897,0.588995,0.49274,-0.396484,1.57447
HK428,0.69897,0.5,-0.30103,1.69897,0.677211,0.497352,-0.317493,1.67192
HK429,0.69897,0.5,-0.30103,1.69897,0.69877,0.488954,-0.279139,1.67668
HK430,0.69897,0.5,-0.30103,1.69897,0.57647,0.49798,-0.41949,1.57243
HK431,0.69897,0.5,-0.30103,1.69897,0.632774,0.497087,-0.3614,1.62695
HK432,0.69897,0.5,-0.30103,1.69897,0.697255,0.494467,-0.291679,1.68619
HK433,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK434,0.69897,0.5,-0.30103,1.69897,0.67926,0.499929,-0.320597,1.67912
HK435,0.69897,0.5,-0.30103,1.69897,0.555049,0.497271,-0.439492,1.54959
HK436,0.69897,0.5,-0.30103,1.69897,0.632515,0.497118,-0.361721,1.62675
HK437,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK438,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK439,0.69897,0.5,-0.30103,1.69897,0.751087,0.499753,-0.24842,1.75059
HK440,0.69897,0.5,-0.30103,1.69897,0.56363,0.489501,-0.415372,1.54263
HK441,0.69897,0.5,-0.30103,1.69897,0.623127,0.49832,-0.373512,1.61977
HK442,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK443,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK444,0.69897,0.5,-0.30103,1.69897,0.718006,0.49965,-0.281295,1.71731
HK445,0.69897,0.5,-0.30103,1.69897,0.569987,0.497189,-0.42439,1.56436
HK446,0.69897,0.5,-0.30103,1.69897,0.645905,0.498641,-0.351377,1.64319
HK447,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK448,0.69897,0.5,-0.30103,1.69897,0.724626,0.499944,-0.275263,1.72451
HK449,0.69897,0.5,-0.30103,1.69897,0.666082,0.499659,-0.333237,1.6654
HK450,0.69897,0.5,-0.30103,1.69897,0.694392,0.496541,-0.29869,1.68747
HK451,0.69897,0.5,-0.30103,1.69897,0.697284,0.497351,-0.297418,1.69199
HK452,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK453,0.69897,0.5,-0.30103,1.69897,0.66265,0.499891,-0.337132,1.66243
HK454,0.69897,0.5,-0.30103,1.69897,0.594262,0.498554,-0.402846,1.59137
HK455,0.69897,0.5,-0.30103,1.69897,0.777105,0.496907,-0.21671,1.77092
HK456,0.69897,0.5,-0.30103,1.69897,0.655833,0.499571,-0.34331,1.65498
HK457,0.69897,0.5,-0.30103,1.69897,0.738555,0.491736,-0.244917,1.72203
HK458,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK500,0.69897,0.5,-0.30103,1.69897,0.657246,0.493474,-0.329702,1.64419
HK501,0.69897,0.5,-0.30103,1.69897,0.555733,0.498084,-0.440435,1.5519
HK502,0.69897,0.5,-0.30103,1.69897,0.58832,0.497301,-0.406281,1.58292
HK503,0.69897,0.5,-0.30103,1.69897,0.690228,0.42387,-0.157513,1.53797
HK504,0.69897,0.5,-0.30103,1.69897,0.651549,0.493717,-0.335885,1.63898
HK505,0.69897,0.5,-0.30103,1.69897,0.685289,0.493446,-0.301604,1.67218
HK506,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK507,0.69897,0.5,-0.30103,1.69897,0.696236,0.488691,-0.281146,1.67362
HK508,0.69897,0.5,-0.30103,1.69897,0.452338,0.482123,-0.511907,1.41658
HK509,0.69897,0.5,-0.30103,1.69897,0.682021,0.49346,-0.304899,1.66894
HK510,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK511,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK512,0.69897,0.5,-0.30103,1.69897,0.858384,0.481662,-0.104939,1.82171
HK513,0.69897,0.5,-0.30103,1.69897,0.637579,0.493357,-0.349135,1.62429
HK514,0.69897,0.5,-0.30103,1.69897,0.69897,0.5,-0.30103,1.69897
HK515,0.69897,0.5,-0.30103,1.69897,0.919634,0.488378,-0.0571214,1.89639
HK516,0.69897,0.5,-0.30103,1.69897,0.480529,0.488285,-0.496041,1.4571
HK517,0.69897,0.5,-0.30103,1.69897,0.377039,0.490111,-0.603182,1.35726
HK518,0.69897,0.5,-0.30103,1.69897,0.906358,0.490095,-0.0738317,1.88655
HK519,0.69897,0.5,-0.30103,1.69897,0.556077,0.486088,-0.416099,1.52825
HK520,0.69897,0.5,-0.30103,1.69897,0.762473,0.494343,-0.226214,1.75116
HK521,0.69897,0.5,-0.30103,1.69897,0.641342,0.487409,-0.333476,1.61616
HK522,0.69897,0.5,-0.30103,1.69897,0.716427,0.494146,-0.271866,1.70472
